OTU,SampleID,Reads,ConsensusLineage,Kingdom,Clade1,Clade2,Order,Family,Subfamily,Genus,Species,WTU.kingdom,WTU.clade1,WTU.clade2,WTU.order,WTU.family,WTU.subfamily,WTU.genus,WTU.species
OTU4243,S008813,1,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Caesalpinioideae; ; g__; s__,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Caesalpinioideae,NA,NA,1,1,10,33,72,101,620,1061
OTU20441,S008813,1,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Aristidoideae; g__Aristida; s__Aristida_adoensis;,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Aristidoideae,Aristida,Aristida_adoensis,1,1,4,20,54,75,363,530
OTU35134,S008813,1,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Panicoideae; g__Ichnanthus; s__Ichnanthus_leptophyllus;,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Panicoideae,Ichnanthus,Ichnanthus_leptophyllus,1,1,4,20,54,81,445,713
OTU61153,S008813,1,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Mimosoideae; g__Pityrocarpa; s__Pityrocarpa_obliqua;,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,Pityrocarpa,Pityrocarpa_obliqua,1,1,10,33,72,102,643,1120
OTU58162,S008813,1,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Mimosoideae; g__Vachellia; s__Vachellia_nilotica;,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,Vachellia,Vachellia_nilotica,1,1,10,33,72,102,650,1138
OTU89221,S008813,1,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Papilionoideae; g__Oxytropis; s__Oxytropis_coerulea;,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Papilionoideae,Oxytropis,Oxytropis_coerulea,1,1,10,33,72,103,674,1199
OTU42595,S008813,1,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Caesalpinioideae; g__Senna; s__Senna_gardneri;,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Caesalpinioideae,Senna,Senna_gardneri,1,1,10,33,72,101,615,1052
OTU54839,S008813,1,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Chloridoideae; g__Tragus; s__Tragus_berteronianus;,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Chloridoideae,Tragus,Tragus_berteronianus,1,1,4,20,54,78,404,632
OTU5609,S008813,1,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Panicoideae; g__Paspalum; ; s__,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Panicoideae,Paspalum,NA,1,1,4,20,54,81,464,760
OTU1072,S008813,1,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Panicoideae; g__Echinochloa; ; s__,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Panicoideae,Echinochloa,NA,1,1,4,20,54,81,433,692
OTU72274,S008813,1,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Panicoideae; g__Ichnanthus; s__Ichnanthus_lancifolius;,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Panicoideae,Ichnanthus,Ichnanthus_lancifolius,1,1,4,20,54,81,445,712
OTU4375,S008813,1,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Panicoideae; g__Setaria; ; s__,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Panicoideae,Setaria,NA,1,1,4,20,54,81,469,776
OTU45944,S008813,1,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Chloridoideae; g__Eragrostis; s__Eragrostis_sessilispica;,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Chloridoideae,Eragrostis,Eragrostis_sessilispica,1,1,4,20,54,78,390,599
OTU60086,S008813,1,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Mimosoideae; g__Stryphnodendron; s__Stryphnodendron_adstringens;,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,Stryphnodendron,Stryphnodendron_adstringens,1,1,10,33,72,102,648,1126
OTU78192,S008813,1,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Chloridoideae; g__Cynodon; s__Cynodon_plectostachyus;,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Chloridoideae,Cynodon,Cynodon_plectostachyus,1,1,4,20,54,78,380,569
OTU36484,S008813,1,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Mimosoideae; g__Stryphnodendron; s__Stryphnodendron_pulcherrimum;,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,Stryphnodendron,Stryphnodendron_pulcherrimum,1,1,10,33,72,102,648,1128
OTU102408,S008813,1,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Mimosoideae; g__Parapiptadenia; s__Parapiptadenia_zehntneri;,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,Parapiptadenia,Parapiptadenia_zehntneri,1,1,10,33,72,102,637,1107
OTU54842,S008813,1,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Panicoideae; g__Melinis; s__Melinis_repens;,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Panicoideae,Melinis,Melinis_repens,1,1,4,20,54,81,451,722
OTU49386,S008813,1,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Mimosoideae; g__Acacia; s__Acacia_havilandiorum;,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,Acacia,Acacia_havilandiorum,1,1,10,33,72,102,621,1072
OTU49887,S008813,1,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Chloridoideae; g__Sporobolus; s__Sporobolus_indicus;,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Chloridoideae,Sporobolus,Sporobolus_indicus,1,1,4,20,54,78,403,629
OTU40931,S008813,1,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Panicoideae; g__Paspalum; s__Paspalum_dilatatum;,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Panicoideae,Paspalum,Paspalum_dilatatum,1,1,4,20,54,81,464,752
OTU43743,S008813,1,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Panicoideae; g__Homopholis; s__Homopholis_belsonii;,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Panicoideae,Homopholis,Homopholis_belsonii,1,1,4,20,54,81,442,708
OTU49786,S008813,1,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Panicoideae; g__Eulalia; s__Eulalia_siamensis;,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Panicoideae,Eulalia,Eulalia_siamensis,1,1,4,20,54,81,436,697
OTU45042,S008813,1,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Panicoideae; g__Sacciolepis; s__Sacciolepis_indica;,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Panicoideae,Sacciolepis,Sacciolepis_indica,1,1,4,20,54,81,467,765
OTU3291,S008813,1,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Chloridoideae; g__Eragrostis; ; s__,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Chloridoideae,Eragrostis,NA,1,1,4,20,54,78,390,603
OTU54602,S008813,1,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Panicoideae; g__Miscanthus; s__Miscanthus_sacchariflorus;,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Panicoideae,Miscanthus,Miscanthus_sacchariflorus,1,1,4,20,54,81,453,726
OTU32427,S008813,1,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Panicoideae; g__Hyparrhenia; s__Hyparrhenia_filipendula;,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Panicoideae,Hyparrhenia,Hyparrhenia_filipendula,1,1,4,20,54,81,444,711
OTU66492,S008813,1,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Caesalpinioideae; g__Delonix; s__Delonix_elata;,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Caesalpinioideae,Delonix,Delonix_elata,1,1,10,33,72,101,601,1028
OTU94346,S008815,7811,d__Viridiplantae; k__Streptophyta; p__; c__Caryophyllales; o__Polygonaceae; f__Polygonoideae; g__Rumex; s__Rumex_crispus;,Viridiplantae,Streptophyta,NA,Caryophyllales,Polygonaceae,Polygonoideae,Rumex,Rumex_crispus,1,1,11,47,121,178,863,1543
OTU14879,S008815,1108,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Papilionoideae; g__Astragalus; ; s__,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Papilionoideae,Astragalus,NA,1,1,10,33,72,103,656,1164
OTU97283,S008815,715,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Panicoideae; g__Digitaria; s__Digitaria_ischaemum;,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Panicoideae,Digitaria,Digitaria_ischaemum,1,1,4,20,54,81,432,685
OTU61757,S008815,436,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Papilionoideae; g__Astragalus; s__Astragalus_polaris;,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Papilionoideae,Astragalus,Astragalus_polaris,1,1,10,33,72,103,656,1160
OTU79705,S008815,426,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Chloridoideae; g__Bouteloua; s__Bouteloua_aristidoides;,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Chloridoideae,Bouteloua,Bouteloua_aristidoides,1,1,4,20,54,78,375,553
OTU650,S008815,276,d__Viridiplantae; k__Streptophyta; p__; c__Ranunculales; o__Papaveraceae; f__Eschscholzioideae; g__Eschscholzia; ; s__,Viridiplantae,Streptophyta,NA,Ranunculales,Papaveraceae,Eschscholzioideae,Eschscholzia,NA,1,1,11,54,134,192,887,1578
OTU12232,S008815,82,d__Viridiplantae; k__Streptophyta; p__; c__Ranunculales; o__Papaveraceae; f__Eschscholzioideae; g__Eschscholzia; s__Eschscholzia_californica;,Viridiplantae,Streptophyta,NA,Ranunculales,Papaveraceae,Eschscholzioideae,Eschscholzia,Eschscholzia_californica,1,1,11,54,134,192,887,1577
OTU6323,S008815,67,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Chloridoideae; g__Muhlenbergia; ; s__,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Chloridoideae,Muhlenbergia,NA,1,1,4,20,54,78,395,618
OTU1859,S008815,62,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Aristidoideae; g__Aristida; ; s__,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Aristidoideae,Aristida,NA,1,1,4,20,54,75,363,541
OTU58181,S008815,56,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Aristidoideae; g__Aristida; s__Aristida_kenyensis;,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Aristidoideae,Aristida,Aristida_kenyensis,1,1,4,20,54,75,363,536
OTU12636,S008815,46,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Mimosoideae; g__Prosopis; ; s__,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,Prosopis,NA,1,1,10,33,72,102,644,1121
OTU1284,S008815,38,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Papilionoideae; g__Lupinus; ; s__,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Papilionoideae,Lupinus,NA,1,1,10,33,72,103,670,1190
OTU51283,S008815,29,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Danthonioideae; g__Danthonia; s__Danthonia_decumbens;,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Danthonioideae,Danthonia,Danthonia_decumbens,1,1,4,20,54,79,413,646
OTU55764,S008815,23,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Panicoideae; g__Urochloa; s__Urochloa_oblita;,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Panicoideae,Urochloa,Urochloa_oblita,1,1,4,20,54,81,477,793
OTU49692,S008815,22,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Chloridoideae; g__Orcuttia; s__Orcuttia_pilosa;,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Chloridoideae,Orcuttia,Orcuttia_pilosa,1,1,4,20,54,78,397,620
OTU67423,S008815,21,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Panicoideae; g__Saccharum; s__Saccharum_spontaneum;,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Panicoideae,Saccharum,Saccharum_spontaneum,1,1,4,20,54,81,466,763
OTU88760,S008815,17,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Panicoideae; g__Moorochloa; s__Moorochloa_eruciformis;,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Panicoideae,Moorochloa,Moorochloa_eruciformis,1,1,4,20,54,81,455,730
OTU80517,S008815,17,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Panicoideae; g__Mnesithea; s__Mnesithea_formosa;,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Panicoideae,Mnesithea,Mnesithea_formosa,1,1,4,20,54,81,454,729
OTU35442,S008815,17,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Chloridoideae; g__Tragus; s__Tragus_racemosus;,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Chloridoideae,Tragus,Tragus_racemosus,1,1,4,20,54,78,404,634
OTU64126,S008815,16,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Panicoideae; g__Urochloa; s__Urochloa_venosa;,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Panicoideae,Urochloa,Urochloa_venosa,1,1,4,20,54,81,477,794
OTU94020,S008815,14,d__Viridiplantae; k__Streptophyta; p__; c__Caryophyllales; o__Polygonaceae; f__Polygonoideae; g__Rumex; s__Rumex_alpestris;,Viridiplantae,Streptophyta,NA,Caryophyllales,Polygonaceae,Polygonoideae,Rumex,Rumex_alpestris,1,1,11,47,121,178,863,1542
OTU70964,S008815,13,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Chloridoideae; g__Muhlenbergia; s__Muhlenbergia_porteri;,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Chloridoideae,Muhlenbergia,Muhlenbergia_porteri,1,1,4,20,54,78,395,613
OTU3013,S008815,12,d__Viridiplantae; k__Streptophyta; p__; c__Caryophyllales; o__Polygonaceae; f__Polygonoideae; g__Rumex; ; s__,Viridiplantae,Streptophyta,NA,Caryophyllales,Polygonaceae,Polygonoideae,Rumex,NA,1,1,11,47,121,178,863,1545
OTU9968,S008815,12,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Papilionoideae; g__Medicago; ; s__,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Papilionoideae,Medicago,NA,1,1,10,33,72,103,671,1194
OTU86656,S008815,11,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Panicoideae; g__Moorochloa; s__Moorochloa_eruciformis;,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Panicoideae,Moorochloa,Moorochloa_eruciformis,1,1,4,20,54,81,455,730
OTU409,S008815,10,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Panicoideae; g__Paspalum; ; s__,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Panicoideae,Paspalum,NA,1,1,4,20,54,81,464,760
OTU2259,S008815,8,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Chloridoideae; ; g__; s__,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Chloridoideae,NA,NA,1,1,4,20,54,78,409,640
OTU29631,S008815,8,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Aristidoideae; g__Aristida; s__Aristida_longifolia;,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Aristidoideae,Aristida,Aristida_longifolia,1,1,4,20,54,75,363,537
OTU1519,S008815,8,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Panicoideae; g__Chrysopogon; ; s__,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Panicoideae,Chrysopogon,NA,1,1,4,20,54,81,430,680
OTU76837,S008815,8,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Panicoideae; g__Moorochloa; s__Moorochloa_eruciformis;,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Panicoideae,Moorochloa,Moorochloa_eruciformis,1,1,4,20,54,81,455,730
OTU763,S008815,7,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Mimosoideae; ; g__; s__,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Mimosoideae,NA,NA,1,1,10,33,72,102,652,1147
OTU6639,S008815,7,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Papilionoideae; g__Oxytropis; ; s__,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Papilionoideae,Oxytropis,NA,1,1,10,33,72,103,674,1205
OTU11114,S008815,7,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Papilionoideae; g__Oxytropis; s__Oxytropis_deflexa;,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Papilionoideae,Oxytropis,Oxytropis_deflexa,1,1,10,33,72,103,674,1200
OTU28,S008815,6,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Pooideae; ; g__; s__,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Pooideae,NA,NA,1,1,4,20,54,82,510,866
OTU93436,S008815,6,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Panicoideae; g__Paspalum; s__Paspalum_erianthum;,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Panicoideae,Paspalum,Paspalum_erianthum,1,1,4,20,54,81,464,753
OTU101170,S008815,6,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Panicoideae; g__Gynerium; s__Gynerium_sagittatum;,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Panicoideae,Gynerium,Gynerium_sagittatum,1,1,4,20,54,81,439,703
OTU23611,S008815,5,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Panicoideae; g__Arundinella; ; s__,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Panicoideae,Arundinella,NA,1,1,4,20,54,81,425,660
OTU89221,S008815,5,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Papilionoideae; g__Oxytropis; s__Oxytropis_coerulea;,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Papilionoideae,Oxytropis,Oxytropis_coerulea,1,1,10,33,72,103,674,1199
OTU65409,S008815,5,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Panicoideae; g__Moorochloa; s__Moorochloa_eruciformis;,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Panicoideae,Moorochloa,Moorochloa_eruciformis,1,1,4,20,54,81,455,730
OTU53045,S008815,4,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Panicoideae; g__Thyridolepis; s__Thyridolepis_mitchelliana;,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Panicoideae,Thyridolepis,Thyridolepis_mitchelliana,1,1,4,20,54,81,475,784
OTU75265,S008815,4,d__Viridiplantae; k__Streptophyta; p__rosids; c__Geraniales; o__Geraniaceae; f__; g__Erodium; s__Erodium_cicutarium;,Viridiplantae,Streptophyta,rosids,Geraniales,Geraniaceae,NA,Erodium,Erodium_cicutarium,1,1,10,35,80,112,703,1273
OTU54046,S008815,4,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Panicoideae; g__Ophiuros; s__Ophiuros_exaltatus;,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Panicoideae,Ophiuros,Ophiuros_exaltatus,1,1,4,20,54,81,459,735
OTU38683,S008815,4,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Panicoideae; g__Apluda; s__Apluda_mutica;,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Panicoideae,Apluda,Apluda_mutica,1,1,4,20,54,81,422,657
OTU93243,S008815,4,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Panicoideae; g__Cenchrus; s__Cenchrus_macrourus;,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Panicoideae,Cenchrus,Cenchrus_macrourus,1,1,4,20,54,81,429,673
OTU86508,S008815,4,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Papilionoideae; g__Lupinus; s__Lupinus_sericeus;,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Papilionoideae,Lupinus,Lupinus_sericeus,1,1,10,33,72,103,670,1188
OTU49786,S008815,4,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Panicoideae; g__Eulalia; s__Eulalia_siamensis;,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Panicoideae,Eulalia,Eulalia_siamensis,1,1,4,20,54,81,436,697
OTU1410,S008815,3,d__Viridiplantae; k__Streptophyta; p__asterids; c__Solanales; o__Solanaceae; f__Solanoideae; g__Solanum; ; s__,Viridiplantae,Streptophyta,asterids,Solanales,Solanaceae,Solanoideae,Solanum,NA,1,1,1,10,41,58,330,482
OTU252,S008815,3,d__Viridiplantae; k__Streptophyta; p__asterids; c__Asterales; o__Asteraceae; ; f__; g__; s__,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,NA,NA,NA,1,1,1,3,4,10,171,238
OTU37026,S008815,3,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Chloridoideae; g__Blepharidachne; s__Blepharidachne_kingii;,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Chloridoideae,Blepharidachne,Blepharidachne_kingii,1,1,4,20,54,78,374,552
OTU40344,S008815,3,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Papilionoideae; g__Astragalus; s__Astragalus_rhizanthus;,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Papilionoideae,Astragalus,Astragalus_rhizanthus,1,1,10,33,72,103,656,1161
OTU53175,S008815,3,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Panicoideae; g__Moorochloa; s__Moorochloa_eruciformis;,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Panicoideae,Moorochloa,Moorochloa_eruciformis,1,1,4,20,54,81,455,730
OTU87252,S008815,3,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Chloridoideae; g__Tragus; s__Tragus_racemosus;,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Chloridoideae,Tragus,Tragus_racemosus,1,1,4,20,54,78,404,634
OTU17696,S008815,3,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Papilionoideae; g__Astragalus; ; s__,Viridiplantae,Streptophyta,rosids,Fabales,Fabaceae,Papilionoideae,Astragalus,NA,1,1,10,33,72,103,656,1164
OTU72996,S008815,3,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Chloridoideae; g__Polevansia; s__Polevansia_rigida;,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Chloridoideae,Polevansia,Polevansia_rigida,1,1,4,20,54,78,399,623
OTU92029,S008815,3,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Chloridoideae; g__Tripogon; s__Tripogon_trifidus;,Viridiplantae,Streptophyta,commelinids,Poales,Poaceae,Chloridoideae,Tripogon,Tripogon_trifidus,1,1,4,20,54,78,405,635
OTU96765,S008815,2,d__Viridiplantae; k__Streptophyta; p__rosids; c__Sapindales; o__Burseraceae; f__; g__Bursera; s__Bursera_simaruba;,Viridiplantae,Streptophyta,rosids,Sapindales,Burseraceae,NA,Bursera,Bursera_simaruba,1,1,10,41,101,142,782,1417
OTU107196,S008815,2,d__Viridiplantae; k__Streptophyta; p__asterids; c__Asterales; o__Asteraceae; f__Asteroideae; g__Ageratina; s__Ageratina_adenophora;,Viridiplantae,Streptophyta,asterids,Asterales,Asteraceae,Asteroideae,Ageratina,Ageratina_adenophora,1,1,1,3,4,5,15,23
