OTU,SampleID,Reads,DataFrame,ConsensusLineage,Domain,Clade1,Class,Order,Family,Genus,Species,WTU.domain,WTU.clade1,WTU.class,WTU.order,WTU.family,WTU.genus,WTU.species
OTU479,S013031,2,fall2017,k__Eukaryota; p__Streptophyta; c__None; o__Brassicales; f__Brassicaceae; g__Physaria; s__Physaria gordonii,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Physaria,Physaria gordonii,2,4,5,12,18,136,296
OTU468,S013031,2,fall2017,k__Eukaryota; p__Streptophyta; c__None; o__Brassicales; f__Brassicaceae; g__Physaria; s__Physaria gordonii,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Physaria,Physaria gordonii,2,4,5,12,18,136,296
OTU517,S013031,2,fall2017,k__Eukaryota; p__Streptophyta; c__None; o__Brassicales; f__Brassicaceae; g__Physaria; s__Physaria gordonii,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Physaria,Physaria gordonii,2,4,5,12,18,136,296
OTU706,S013031,2,fall2017,k__Eukaryota; p__Streptophyta; c__None; o__Brassicales; f__Brassicaceae; g__Physaria; s__Physaria gordonii,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Physaria,Physaria gordonii,2,4,5,12,18,136,296
OTU500,S013031,2,fall2017,k__Eukaryota; p__Streptophyta; c__None; o__Brassicales; f__Brassicaceae; g__Physaria; s__Physaria gordonii,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Physaria,Physaria gordonii,2,4,5,12,18,136,296
OTU406,S013031,2,fall2017,k__Eukaryota; p__Streptophyta; c__Liliopsida; o__Poales; f__Poaceae; g__Eragrostis; s__Eragrostis curvula,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Eragrostis,Eragrostis curvula,2,4,4,7,10,41,90
OTU580,S013031,2,fall2017,k__Eukaryota; p__Streptophyta; c__None; o__Brassicales; f__Brassicaceae; g__Physaria; s__Physaria gordonii,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Physaria,Physaria gordonii,2,4,5,12,18,136,296
OTU575,S013031,2,fall2017,k__Eukaryota; p__Streptophyta; c__None; o__Brassicales; f__Brassicaceae; g__Physaria; s__Physaria gordonii,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Physaria,Physaria gordonii,2,4,5,12,18,136,296
OTU860,S013031,2,fall2017,k__Eukaryota; p__Streptophyta; c__None; o__Brassicales; f__Brassicaceae; g__Physaria; s__Physaria gordonii,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Physaria,Physaria gordonii,2,4,5,12,18,136,296
OTU925,S013031,2,fall2017,k__Eukaryota; p__Streptophyta; c__None; o__Brassicales; f__Brassicaceae; g__Physaria; s__Physaria gordonii,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Physaria,Physaria gordonii,2,4,5,12,18,136,296
OTU539,S013031,2,fall2017,k__Eukaryota; p__Streptophyta; c__None; o__Brassicales; f__Brassicaceae; g__Physaria; s__Physaria gordonii,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Physaria,Physaria gordonii,2,4,5,12,18,136,296
OTU974,S013031,2,fall2017,k__Eukaryota; p__Streptophyta; c__None; o__Brassicales; f__Brassicaceae; g__Physaria; s__Physaria gordonii,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Physaria,Physaria gordonii,2,4,5,12,18,136,296
OTU2128,S013031,2,fall2017,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Caldibacillus; s__Caldibacillus debilis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Caldibacillus,Caldibacillus debilis,1,2,2,2,2,2,2
OTU726,S013031,2,fall2017,k__Eukaryota; p__Streptophyta; c__None; o__Brassicales; f__Brassicaceae; g__Physaria; s__Physaria gordonii,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Physaria,Physaria gordonii,2,4,5,12,18,136,296
OTU636,S013031,2,fall2017,k__Eukaryota; p__Streptophyta; c__None; o__Brassicales; f__Brassicaceae; g__Physaria; s__Physaria gordonii,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Physaria,Physaria gordonii,2,4,5,12,18,136,296
OTU752,S013031,2,fall2017,k__Eukaryota; p__Streptophyta; c__None; o__Brassicales; f__Brassicaceae; g__Physaria; s__Physaria gordonii,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Physaria,Physaria gordonii,2,4,5,12,18,136,296
OTU1045,S013031,2,fall2017,k__Eukaryota; p__Streptophyta; c__None; o__Brassicales; f__Brassicaceae; g__Physaria; s__Physaria gordonii,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Physaria,Physaria gordonii,2,4,5,12,18,136,296
OTU1586,S013031,2,fall2017,k__Eukaryota; p__Streptophyta; c__None; o__Fabales; f__Fabaceae; g__Vachellia; s__Vachellia constricta,Eukaryota,Streptophyta,NA,Fabales,Fabaceae,Vachellia,Vachellia constricta,2,4,5,19,38,208,535
OTU1424,S013031,2,fall2017,k__Eukaryota; p__Streptophyta; c__None; o__Brassicales; f__Brassicaceae; g__Physaria; s__Physaria gordonii,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Physaria,Physaria gordonii,2,4,5,12,18,136,296
OTU2604,S013031,2,fall2017,k__Eukaryota; p__Streptophyta; c__None; o__Brassicales; f__Brassicaceae; g__Physaria; s__Physaria gordonii,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Physaria,Physaria gordonii,2,4,5,12,18,136,296
OTU3873,S013031,2,fall2017,k__Eukaryota; p__Streptophyta; c__None; o__Brassicales; f__Brassicaceae; g__Physaria; s__Physaria gordonii,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Physaria,Physaria gordonii,2,4,5,12,18,136,296
OTU7644,S013031,2,fall2017,k__Eukaryota; p__Streptophyta; c__None; o__Brassicales; f__Brassicaceae; g__Physaria; s__Physaria gordonii,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Physaria,Physaria gordonii,2,4,5,12,18,136,296
OTU3057,S013031,2,fall2017,k__Eukaryota; p__Streptophyta; c__None; o__Brassicales; f__Brassicaceae; g__Physaria; s__Physaria gordonii,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Physaria,Physaria gordonii,2,4,5,12,18,136,296
OTU8538,S013031,2,fall2017,k__Eukaryota; p__Streptophyta; c__None; o__Brassicales; f__Brassicaceae; g__Physaria; s__Physaria gordonii,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Physaria,Physaria gordonii,2,4,5,12,18,136,296
OTU7514,S013031,2,fall2017,k__Eukaryota; p__Streptophyta; c__None; o__Brassicales; f__Brassicaceae; g__Physaria; s__Physaria gordonii,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Physaria,Physaria gordonii,2,4,5,12,18,136,296
OTU7639,S013031,2,fall2017,k__Eukaryota; p__Streptophyta; c__None; o__Caryophyllales; f__Amaranthaceae; g__Tidestromia; s__Tidestromia lanuginosa,Eukaryota,Streptophyta,NA,Caryophyllales,Amaranthaceae,Tidestromia,Tidestromia lanuginosa,2,4,5,13,20,141,314
OTU5384,S013031,2,fall2017,k__Eukaryota; p__Streptophyta; c__Liliopsida; o__Poales; f__Poaceae; g__Bouteloua; s__Bouteloua aristidoides,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Bouteloua,Bouteloua aristidoides,2,4,4,7,10,26,55
OTU7008,S013031,2,fall2017,k__Eukaryota; p__Streptophyta; c__None; o__Brassicales; f__Brassicaceae; g__Physaria; s__Physaria gordonii,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Physaria,Physaria gordonii,2,4,5,12,18,136,296
OTU5885,S013031,2,fall2017,k__Eukaryota; p__Streptophyta; c__None; o__Brassicales; f__Brassicaceae; g__Physaria; s__Physaria gordonii,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Physaria,Physaria gordonii,2,4,5,12,18,136,296
OTU7342,S013031,2,fall2017,k__Eukaryota; p__Streptophyta; c__None; o__Brassicales; f__Brassicaceae; g__Physaria; s__Physaria pycnantha,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Physaria,Physaria pycnantha,2,4,5,12,18,136,301
OTU8840,S013031,2,fall2017,k__Eukaryota; p__Streptophyta; c__None; o__Geraniales; f__Geraniaceae; g__Erodium; s__Erodium lebelii,Eukaryota,Streptophyta,NA,Geraniales,Geraniaceae,Erodium,Erodium lebelii,2,4,5,22,43,214,550
OTU5279,S013031,2,fall2017,k__Eukaryota; p__Streptophyta; c__None; o__Brassicales; f__Brassicaceae; g__Physaria; s__Physaria gordonii,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Physaria,Physaria gordonii,2,4,5,12,18,136,296
OTU4782,S013031,2,fall2017,k__Eukaryota; p__Streptophyta; c__None; o__Brassicales; f__Brassicaceae; g__Physaria; s__Physaria gordonii,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Physaria,Physaria gordonii,2,4,5,12,18,136,296
OTU6002,S013031,2,fall2017,k__Eukaryota; p__Streptophyta; c__None; o__Brassicales; f__Brassicaceae; g__Physaria; s__Physaria gordonii,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Physaria,Physaria gordonii,2,4,5,12,18,136,296
OTU8221,S013031,2,fall2017,k__Eukaryota; p__Streptophyta; c__None; o__Brassicales; f__Brassicaceae; g__Physaria; s__Physaria gordonii,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Physaria,Physaria gordonii,2,4,5,12,18,136,296
OTU28,S013031,1,fall2017,k__Eukaryota; p__Streptophyta; c__None; o__Lamiales; f__Plantaginaceae; g__Plantago; s__Plantago spinulosa,Eukaryota,Streptophyta,NA,Lamiales,Plantaginaceae,Plantago,Plantago spinulosa,2,4,5,23,49,230,578
OTU63,S013031,1,fall2017,k__Eukaryota; p__Streptophyta; c__None; o__Brassicales; f__Brassicaceae; g__Physaria; s__Physaria gordonii,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Physaria,Physaria gordonii,2,4,5,12,18,136,296
OTU75,S013031,1,fall2017,k__Eukaryota; p__Streptophyta; c__Liliopsida; o__Poales; f__Poaceae; g__Panicum; s__Panicum hirticaule,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Panicum,Panicum hirticaule,2,4,4,7,10,55,121
OTU8813,S013031,1,fall2017,k__Eukaryota; p__Streptophyta; c__None; o__Brassicales; f__Brassicaceae; g__Physaria; s__Physaria gordonii,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Physaria,Physaria gordonii,2,4,5,12,18,136,296
OTU189,S013031,1,fall2017,k__Eukaryota; p__Streptophyta; c__None; o__Brassicales; f__Brassicaceae; g__Physaria; s__Physaria gordonii,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Physaria,Physaria gordonii,2,4,5,12,18,136,296
OTU255,S013031,1,fall2017,k__Eukaryota; p__Streptophyta; c__None; o__Brassicales; f__Brassicaceae; g__Physaria; s__Physaria gordonii,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Physaria,Physaria gordonii,2,4,5,12,18,136,296
OTU225,S013031,1,fall2017,k__Eukaryota; p__Streptophyta; c__None; o__Brassicales; f__Brassicaceae; g__Physaria; s__Physaria gordonii,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Physaria,Physaria gordonii,2,4,5,12,18,136,296
OTU229,S013031,1,fall2017,k__Eukaryota; p__Streptophyta; c__None; o__Brassicales; f__Brassicaceae; g__Physaria; s__Physaria gordonii,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Physaria,Physaria gordonii,2,4,5,12,18,136,296
OTU219,S013031,1,fall2017,k__Eukaryota; p__Streptophyta; c__None; o__Brassicales; f__Brassicaceae; g__Physaria; s__Physaria gordonii,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Physaria,Physaria gordonii,2,4,5,12,18,136,296
OTU328,S013031,1,fall2017,k__Eukaryota; p__Streptophyta; c__None; o__Brassicales; f__Brassicaceae; g__Physaria; s__Physaria gordonii,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Physaria,Physaria gordonii,2,4,5,12,18,136,296
OTU366,S013031,1,fall2017,k__Eukaryota; p__Streptophyta; c__None; o__Brassicales; f__Brassicaceae; g__Physaria; s__Physaria gordonii,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Physaria,Physaria gordonii,2,4,5,12,18,136,296
OTU314,S013031,1,fall2017,k__Eukaryota; p__Streptophyta; c__None; o__Caryophyllales; f__Amaranthaceae; g__Tidestromia; s__Tidestromia lanuginosa,Eukaryota,Streptophyta,NA,Caryophyllales,Amaranthaceae,Tidestromia,Tidestromia lanuginosa,2,4,5,13,20,141,314
OTU653,S013031,1,fall2017,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Caldibacillus; s__Caldibacillus debilis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Caldibacillus,Caldibacillus debilis,1,2,2,2,2,2,2
OTU335,S013031,1,fall2017,k__Eukaryota; p__Streptophyta; c__None; o__Brassicales; f__Brassicaceae; g__Physaria; s__Physaria gordonii,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Physaria,Physaria gordonii,2,4,5,12,18,136,296
OTU1293,S013031,1,fall2017,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Caldibacillus; s__Caldibacillus debilis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Caldibacillus,Caldibacillus debilis,1,2,2,2,2,2,2
OTU362,S013031,1,fall2017,k__Eukaryota; p__Streptophyta; c__None; o__Brassicales; f__Brassicaceae; g__Physaria; s__Physaria gordonii,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Physaria,Physaria gordonii,2,4,5,12,18,136,296
OTU1080,S013031,1,fall2017,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Caldibacillus; s__Caldibacillus debilis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Caldibacillus,Caldibacillus debilis,1,2,2,2,2,2,2
OTU418,S013031,1,fall2017,k__Eukaryota; p__Streptophyta; c__None; o__Brassicales; f__Brassicaceae; g__Physaria; s__Physaria gordonii,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Physaria,Physaria gordonii,2,4,5,12,18,136,296
OTU377,S013031,1,fall2017,k__Eukaryota; p__Streptophyta; c__None; o__Brassicales; f__Brassicaceae; g__Physaria; s__Physaria gordonii,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Physaria,Physaria gordonii,2,4,5,12,18,136,296
OTU435,S013031,1,fall2017,k__Eukaryota; p__Streptophyta; c__None; o__Brassicales; f__Brassicaceae; g__Physaria; s__Physaria gordonii,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Physaria,Physaria gordonii,2,4,5,12,18,136,296
OTU432,S013031,1,fall2017,k__Eukaryota; p__Streptophyta; c__None; o__Brassicales; f__Brassicaceae; g__Physaria; s__Physaria gordonii,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Physaria,Physaria gordonii,2,4,5,12,18,136,296
OTU1211,S013031,1,fall2017,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Caldibacillus; s__Caldibacillus debilis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Caldibacillus,Caldibacillus debilis,1,2,2,2,2,2,2
OTU342,S013031,1,fall2017,k__Eukaryota; p__Streptophyta; c__None; o__Brassicales; f__Brassicaceae; g__Physaria; s__Physaria gordonii,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Physaria,Physaria gordonii,2,4,5,12,18,136,296
OTU1282,S013031,1,fall2017,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Caldibacillus; s__Caldibacillus debilis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Caldibacillus,Caldibacillus debilis,1,2,2,2,2,2,2
OTU550,S013031,1,fall2017,k__Eukaryota; p__Streptophyta; c__None; o__Brassicales; f__Brassicaceae; g__Physaria; s__Physaria gordonii,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Physaria,Physaria gordonii,2,4,5,12,18,136,296
OTU1418,S013031,1,fall2017,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Caldibacillus; s__Caldibacillus debilis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Caldibacillus,Caldibacillus debilis,1,2,2,2,2,2,2
OTU378,S013031,1,fall2017,k__Eukaryota; p__Streptophyta; c__None; o__Brassicales; f__Brassicaceae; g__Physaria; s__Physaria gordonii,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Physaria,Physaria gordonii,2,4,5,12,18,136,296
OTU1358,S013031,1,fall2017,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Caldibacillus; s__Caldibacillus debilis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Caldibacillus,Caldibacillus debilis,1,2,2,2,2,2,2
OTU3506,S013031,1,fall2017,k__Eukaryota; p__Streptophyta; c__Liliopsida; o__Poales; f__Poaceae; g__Bouteloua; s__Bouteloua aristidoides,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Bouteloua,Bouteloua aristidoides,2,4,4,7,10,26,55
OTU535,S013031,1,fall2017,k__Eukaryota; p__Streptophyta; c__None; o__Brassicales; f__Brassicaceae; g__Physaria; s__Physaria gordonii,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Physaria,Physaria gordonii,2,4,5,12,18,136,296
OTU778,S013031,1,fall2017,k__Eukaryota; p__Streptophyta; c__None; o__Brassicales; f__Brassicaceae; g__Physaria; s__Physaria gordonii,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Physaria,Physaria gordonii,2,4,5,12,18,136,296
OTU7889,S013031,1,fall2017,k__Eukaryota; p__Streptophyta; c__None; o__Caryophyllales; f__Amaranthaceae; g__Tidestromia; s__Tidestromia lanuginosa,Eukaryota,Streptophyta,NA,Caryophyllales,Amaranthaceae,Tidestromia,Tidestromia lanuginosa,2,4,5,13,20,141,314
OTU411,S013031,1,fall2017,k__Eukaryota; p__Streptophyta; c__None; o__Brassicales; f__Brassicaceae; g__Physaria; s__Physaria gordonii,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Physaria,Physaria gordonii,2,4,5,12,18,136,296
OTU597,S013031,1,fall2017,k__Eukaryota; p__Streptophyta; c__None; o__Brassicales; f__Brassicaceae; g__Physaria; s__Physaria gordonii,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Physaria,Physaria gordonii,2,4,5,12,18,136,296
OTU668,S013031,1,fall2017,k__Eukaryota; p__Streptophyta; c__None; o__Brassicales; f__Brassicaceae; g__Physaria; s__Physaria gordonii,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Physaria,Physaria gordonii,2,4,5,12,18,136,296
OTU557,S013031,1,fall2017,k__Eukaryota; p__Streptophyta; c__None; o__Brassicales; f__Brassicaceae; g__Physaria; s__Physaria gordonii,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Physaria,Physaria gordonii,2,4,5,12,18,136,296
OTU713,S013031,1,fall2017,k__Eukaryota; p__Streptophyta; c__None; o__Brassicales; f__Brassicaceae; g__Physaria; s__Physaria gordonii,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Physaria,Physaria gordonii,2,4,5,12,18,136,296
OTU722,S013031,1,fall2017,k__Eukaryota; p__Streptophyta; c__None; o__Caryophyllales; f__Amaranthaceae; g__Tidestromia; s__Tidestromia lanuginosa,Eukaryota,Streptophyta,NA,Caryophyllales,Amaranthaceae,Tidestromia,Tidestromia lanuginosa,2,4,5,13,20,141,314
OTU518,S013031,1,fall2017,k__Eukaryota; p__Streptophyta; c__None; o__Brassicales; f__Brassicaceae; g__Physaria; s__Physaria gordonii,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Physaria,Physaria gordonii,2,4,5,12,18,136,296
OTU997,S013031,1,fall2017,k__Eukaryota; p__Streptophyta; c__None; o__Brassicales; f__Brassicaceae; g__Physaria; s__Physaria gordonii,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Physaria,Physaria gordonii,2,4,5,12,18,136,296
OTU1493,S013031,1,fall2017,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Caldibacillus; s__Caldibacillus debilis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Caldibacillus,Caldibacillus debilis,1,2,2,2,2,2,2
OTU1898,S013031,1,fall2017,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Caldibacillus; s__Caldibacillus debilis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Caldibacillus,Caldibacillus debilis,1,2,2,2,2,2,2
OTU820,S013031,1,fall2017,k__Eukaryota; p__Streptophyta; c__None; o__Brassicales; f__Brassicaceae; g__Physaria; s__Physaria gordonii,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Physaria,Physaria gordonii,2,4,5,12,18,136,296
OTU962,S013031,1,fall2017,k__Eukaryota; p__Streptophyta; c__None; o__Brassicales; f__Brassicaceae; g__Physaria; s__Physaria gordonii,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Physaria,Physaria gordonii,2,4,5,12,18,136,296
OTU690,S013031,1,fall2017,k__Eukaryota; p__Streptophyta; c__None; o__Brassicales; f__Brassicaceae; g__Physaria; s__Physaria gordonii,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Physaria,Physaria gordonii,2,4,5,12,18,136,296
OTU873,S013031,1,fall2017,k__Eukaryota; p__Streptophyta; c__None; o__Brassicales; f__Brassicaceae; g__Physaria; s__Physaria gordonii,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Physaria,Physaria gordonii,2,4,5,12,18,136,296
OTU753,S013031,1,fall2017,k__Eukaryota; p__Streptophyta; c__None; o__Brassicales; f__Brassicaceae; g__Physaria; s__Physaria gordonii,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Physaria,Physaria gordonii,2,4,5,12,18,136,296
OTU724,S013031,1,fall2017,k__Eukaryota; p__Streptophyta; c__None; o__Brassicales; f__Brassicaceae; g__Physaria; s__Physaria gordonii,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Physaria,Physaria gordonii,2,4,5,12,18,136,296
OTU880,S013031,1,fall2017,k__Eukaryota; p__Streptophyta; c__None; o__Brassicales; f__Brassicaceae; g__Physaria; s__Physaria gordonii,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Physaria,Physaria gordonii,2,4,5,12,18,136,296
OTU1090,S013031,1,fall2017,k__Eukaryota; p__Streptophyta; c__None; o__Brassicales; f__Brassicaceae; g__Physaria; s__Physaria gordonii,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Physaria,Physaria gordonii,2,4,5,12,18,136,296
OTU1192,S013031,1,fall2017,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Caldibacillus; s__Caldibacillus debilis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Caldibacillus,Caldibacillus debilis,1,2,2,2,2,2,2
OTU738,S013031,1,fall2017,k__Eukaryota; p__Streptophyta; c__None; o__Brassicales; f__Brassicaceae; g__Physaria; s__Physaria gordonii,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Physaria,Physaria gordonii,2,4,5,12,18,136,296
OTU2360,S013031,1,fall2017,k__Eukaryota; p__Streptophyta; c__Liliopsida; o__Poales; f__Poaceae; g__Bouteloua; s__Bouteloua aristidoides,Eukaryota,Streptophyta,Liliopsida,Poales,Poaceae,Bouteloua,Bouteloua aristidoides,2,4,4,7,10,26,55
OTU973,S013031,1,fall2017,k__Eukaryota; p__Streptophyta; c__None; o__Brassicales; f__Brassicaceae; g__Physaria; s__Physaria gordonii,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Physaria,Physaria gordonii,2,4,5,12,18,136,296
OTU996,S013031,1,fall2017,k__Eukaryota; p__Streptophyta; c__None; o__Brassicales; f__Brassicaceae; g__Physaria; s__Physaria gordonii,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Physaria,Physaria gordonii,2,4,5,12,18,136,296
OTU795,S013031,1,fall2017,k__Eukaryota; p__Streptophyta; c__None; o__Brassicales; f__Brassicaceae; g__Physaria; s__Physaria gordonii,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Physaria,Physaria gordonii,2,4,5,12,18,136,296
OTU829,S013031,1,fall2017,k__Eukaryota; p__Streptophyta; c__None; o__Brassicales; f__Brassicaceae; g__Physaria; s__Physaria gordonii,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Physaria,Physaria gordonii,2,4,5,12,18,136,296
OTU2073,S013031,1,fall2017,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Caldibacillus; s__Caldibacillus debilis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Caldibacillus,Caldibacillus debilis,1,2,2,2,2,2,2
OTU1196,S013031,1,fall2017,k__Eukaryota; p__Streptophyta; c__None; o__Brassicales; f__Brassicaceae; g__Physaria; s__Physaria gordonii,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Physaria,Physaria gordonii,2,4,5,12,18,136,296
OTU1656,S013031,1,fall2017,k__Eukaryota; p__Streptophyta; c__None; o__Brassicales; f__Brassicaceae; g__Physaria; s__Physaria gordonii,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Physaria,Physaria gordonii,2,4,5,12,18,136,296
OTU1576,S013031,1,fall2017,k__Eukaryota; p__Streptophyta; c__None; o__Brassicales; f__Brassicaceae; g__Physaria; s__Physaria gordonii,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Physaria,Physaria gordonii,2,4,5,12,18,136,296
OTU1190,S013031,1,fall2017,k__Eukaryota; p__Streptophyta; c__None; o__Brassicales; f__Brassicaceae; g__Physaria; s__Physaria gordonii,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Physaria,Physaria gordonii,2,4,5,12,18,136,296
OTU1599,S013031,1,fall2017,k__Eukaryota; p__Streptophyta; c__None; o__Brassicales; f__Brassicaceae; g__Physaria; s__Physaria gordonii,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Physaria,Physaria gordonii,2,4,5,12,18,136,296
OTU834,S013031,1,fall2017,k__Eukaryota; p__Streptophyta; c__None; o__Brassicales; f__Brassicaceae; g__Physaria; s__Physaria gordonii,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Physaria,Physaria gordonii,2,4,5,12,18,136,296
OTU865,S013031,1,fall2017,k__Eukaryota; p__Streptophyta; c__None; o__Brassicales; f__Brassicaceae; g__Physaria; s__Physaria gordonii,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Physaria,Physaria gordonii,2,4,5,12,18,136,296
OTU6453,S013031,1,fall2017,k__Eukaryota; p__Streptophyta; c__None; o__Brassicales; f__Brassicaceae; g__Physaria; s__Physaria gordonii,Eukaryota,Streptophyta,NA,Brassicales,Brassicaceae,Physaria,Physaria gordonii,2,4,5,12,18,136,296
